category,level,question_text,options,correct_answer_index,explanation
General Knowledge,Easy,What is the largest living mammal on Earth?,["African Elephant", "Blue Whale", "Giraffe", "Hippopotamus"],1,The blue whale is the largest known animal to have ever lived reaching lengths of up to 30 meters.
General Knowledge,Easy,In Greek mythology who was the king of the Olympian gods?,["Poseidon", "Zeus", "Hades", "Apollo"],1,Zeus ruled as king of the gods and lord of the sky on Mount Olympus.
General Knowledge,Easy,In Norse mythology what weapon is wielded by the thunder god Thor?,["Trident", "Mjölnir (Hammer)", "Gungnir (Spear)", "Excalibur"],1,Mjölnir is the enchanted war hammer wielded by Thor to channel lightning and thunder.
General Knowledge,Easy,Who wrote the fantasy novel series 'Harry Potter'?,["J.K. Rowling", "J.R.R. Tolkien", "George R.R. Martin", "C.S. Lewis"],0,J.K. Rowling authored the seven-book Harry Potter fantasy series.
General Knowledge,Easy,In the fairy tale 'Cinderella' what vegetable turns into a carriage?,["Pumpkin", "Watermelon", "Squash", "Turnip"],0,The Fairy Godmother transforms a pumpkin into a royal carriage for Cinderella.
General Knowledge,Easy,Who wrote the children's adventure novel 'The Adventures of Tom Sawyer'?,["Mark Twain", "Ernest Hemingway", "F. Scott Fitzgerald", "Herman Melville"],0,Mark Twain (Samuel Clemens) published Tom Sawyer in 1876.
General Knowledge,Easy,What legendary king led the Knights of the Round Table at Camelot?,["King Arthur", "King Alfred", "King Richard", "King George"],0,King Arthur is the legendary British monarch central to Arthurian folklore and the Holy Grail quest.
General Knowledge,Easy,In Greek mythology who was cursed so that everything he touched turned to gold?,["King Midas", "King Minos", "King Priam", "King Agamemnon"],0,Dionysus granted King Midas the golden touch which quickly turned into a curse.
General Knowledge,Easy,Who is the creator of the famous fictional detective Sherlock Holmes?,["Agatha Christie", "Arthur Conan Doyle", "Edgar Allan Poe", "Ian Fleming"],1,Sir Arthur Conan Doyle introduced Sherlock Holmes and Dr. John Watson in 1887.
General Knowledge,Easy,In Lewis Carroll's 'Alice's Adventures in Wonderland' what creature is always checking its pocket watch and muttering about being late?,["The Cheshire Cat", "The White Rabbit", "The Mad Hatter", "The Dormouse"],1,The White Rabbit introduces Alice to Wonderland while fretting about being late.
General Knowledge,Easy,Who painted the famous ceiling of the Sistine Chapel in Rome?,["Leonardo da Vinci", "Michelangelo", "Raphael", "Donatello"],1,Michelangelo painted the Sistine Chapel ceiling between 1508 and 1512 under Pope Julius II.
General Knowledge,Easy,Which musical instrument has 88 keys (black and white)?,["Organ", "Piano", "Harpsichord", "Accordion"],1,A standard modern piano keyboard consists of 52 white keys and 36 black keys totaling 88 keys.
General Knowledge,Easy,Who composed the iconic 'Symphony No. 5' featuring the famous four-note opening motif (da-da-da-dum)?,["Wolfgang Amadeus Mozart", "Ludwig van Beethoven", "Johann Sebastian Bach", "Pyotr Ilyich Tchaikovsky"],1,Beethoven composed his Fifth Symphony in C minor between 1804 and 1808.
General Knowledge,Easy,Which Dutch artist painted 'The Starry Night' while staying in an asylum in Saint-Rémy?,["Rembrandt", "Vincent van Gogh", "Johannes Vermeer", "Piet Mondrian"],1,Vincent van Gogh painted 'The Starry Night' in June 1889 depicting his swirling night view.
General Knowledge,Easy,How many strings does a standard acoustic or electric guitar normally have?,["4", "5", "6", "8"],2,A standard guitar is tuned E-A-D-G-B-E and has six strings.
General Knowledge,Easy,In which country did the tango dance originate?,["Spain", "Argentina", "Brazil", "Mexico"],1,Tango originated in the late 19th century along the Río de la Plata border between Argentina and Uruguay.
General Knowledge,Easy,What style of Japanese comic book reading material is popular worldwide?,["Manga", "Anime", "Origami", "Haiku"],0,Manga refers to serialized graphic novels and comic books produced in Japan.
General Knowledge,Easy,Who sculpted the famous marble statue 'The Thinker'?,["Auguste Rodin", "Michelangelo", "Gian Lorenzo Bernini", "Antonio Canova"],0,French sculptor Auguste Rodin created 'The Thinker' as part of his Gates of Hell project.
General Knowledge,Easy,What is the primary material used in the traditional Japanese paper-folding art known as Origami?,["Fabric", "Paper", "Clay", "Wood"],1,Origami is the traditional Japanese decorative art of folding flat paper sheets into intricate sculptures.
General Knowledge,Easy,Which famous pop singer was known globally as the 'King of Pop'?,["Elvis Presley", "Michael Jackson", "Prince", "Freddie Mercury"],1,Michael Jackson was dubbed the King of Pop following bestselling albums like Thriller and Bad.
General Knowledge,Easy,From which plant are chocolate and cocoa products derived?,["Coffee plant", "Cacao tree (Theobroma cacao)", "Vanilla orchid", "Sugar cane"],1,Chocolate is made from the fermented and roasted seeds of the cacao tree.
General Knowledge,Easy,Which country is historically credited with the invention of paper gunpowder and the compass?,["India", "China", "Egypt", "Greece"],1,Papermaking printing gunpowder and the magnetic compass are known as the Four Great Inventions of ancient China.
General Knowledge,Easy,What hot brewed beverage is made from the cured leaves of the Camellia sinensis plant?,["Coffee", "Tea", "Cocoa", "Mate"],1,All true teas come from processing leaves of Camellia sinensis.
General Knowledge,Easy,What main ingredient gives traditional bread its ability to rise and become airy during baking?,["Baking soda", "Yeast", "Cornstarch", "Gelatin"],1,Yeast ferments sugars in the dough to produce carbon dioxide gas bubbles that make bread rise.
General Knowledge,Easy,Which fruit is traditionally dried in the sun to produce raisins?,["Plums", "Grapes", "Apricots", "Figs"],1,Raisins are produced by drying harvested grapes naturally or artificially.
General Knowledge,Easy,Who invented the modern incandescent light bulb for practical commercial household use in 1879?,["Nikola Tesla", "Thomas Edison", "Alexander Graham Bell", "Benjamin Franklin"],1,Thomas Edison developed a long-lasting practical carbon filament light bulb and electrical distribution system.
General Knowledge,Easy,Who is officially credited with patenting the first practical telephone in 1876?,["Thomas Edison", "Alexander Graham Bell", "Guglielmo Marconi", "Samuel Morse"],1,Alexander Graham Bell was awarded the first US patent for the electromagnetic telephone in March 1876.
General Knowledge,Easy,What is the primary grain used to make traditional Italian polenta?,["Rice", "Corn (Cornmeal)", "Wheat", "Barley"],1,Polenta is a northern Italian dish made by boiling coarsely ground yellow cornmeal into porridge.
General Knowledge,Easy,What popular fermented dairy product is made by bacterial fermentation of milk using cultures like Lactobacillus?,["Cheese", "Yogurt", "Butter", "Tofu"],1,Yogurt is produced through the lactic acid fermentation of warm milk by active bacterial cultures.
General Knowledge,Easy,What is the most consumed non-alcoholic beverage in the world after water?,["Coffee", "Tea", "Orange Juice", "Cola"],1,Tea is globally the most popular brewed drink consumed across cultures.
General Knowledge,Easy,What is the official currency used by Japan?,["Yuan", "Won", "Yen", "Rupee"],2,The Yen (JPY) is the official national currency unit of Japan.
General Knowledge,Easy,What is the shared official currency used by the majority of European Union member states?,["Pound Sterling", "Euro", "Franc", "Krona"],1,The Euro (EUR) is the official currency of the Eurozone shared by 20 EU member countries.
General Knowledge,Easy,What is the official currency of the United Kingdom?,["Euro", "Pound Sterling", "Dollar", "Crown"],1,The British Pound Sterling (GBP) is the official currency of the UK and its Crown dependencies.
General Knowledge,Easy,What famous triangular structural landmark was constructed in Paris to celebrate the 1889 World's Fair?,["The Eiffel Tower", "The Arc de Triomphe", "The Louvre", "Notre-Dame"],0,Gustave Eiffel engineered the iron Eiffel Tower as the grand entrance arch for the 1889 Exposition Universelle.
General Knowledge,Easy,In which US city is the White House the official residence and workplace of the US President located?,["New York City", "Philadelphia", "Washington, D.C.", "Boston"],2,The White House is situated at 1600 Pennsylvania Avenue NW in Washington D.C.
General Knowledge,Easy,What international emergency telephone number is standard across the United States and Canada?,["999", "112", "911", "000"],2,911 is the universal emergency telephone number for police fire and medical services in North America.
General Knowledge,Easy,What single international emergency telephone number is standard across the European Union?,["911", "112", "999", "100"],1,112 is the common European emergency number valid across all EU member states.
General Knowledge,Easy,What color flag is traditionally waved on a battlefield or ship as an international symbol of surrender or truce?,["Black Flag", "White Flag", "Red Flag", "Yellow Flag"],1,A white flag is recognized under the Geneva Conventions as an international symbol of surrender or request for parley.
General Knowledge,Easy,What bird is universally recognized as a global symbol of peace often depicted carrying an olive branch?,["Eagle", "Dove", "Raven", "Swan"],1,The white dove carrying an olive branch is a classical and biblical symbol of peace and harmony.
General Knowledge,Easy,What international prize awarded annually in Stockholm and Oslo honors achievements in Physics Chemistry Medicine Literature Peace and Economics?,["The Pulitzer Prize", "The Nobel Prize", "The Turing Award", "The Booker Prize"],1,Established by Alfred Nobel's 1895 will the Nobel Prizes celebrate outstanding contributions to humanity.
General Knowledge,Easy,What is the normal number of permanent teeth in a complete adult human set (including wisdom teeth)?,["28", "30", "32", "36"],2,An adult human typically develops 32 permanent teeth: 8 incisors 4 canines 8 premolars and 12 molars.
General Knowledge,Easy,Which organ in the human body is responsible for filtering blood and regulating balance of fluids and electrolytes?,["Lungs", "Kidneys", "Pancreas", "Gallbladder"],1,The kidneys filter blood daily to produce urine and excrete metabolic waste.
General Knowledge,Easy,What is the hardest substance found in the entire human body?,["Bone", "Tooth Enamel", "Cartilage", "Keratin"],1,Tooth enamel is composed of 96% hydroxyapatite mineral making it harder than bone.
General Knowledge,Easy,What protein gives human skin hair and eyes their color and protects against UV radiation?,["Melanin", "Keratin", "Collagen", "Hemoglobin"],0,Melanin is a biological pigment produced by melanocyte cells in the epidermis.
General Knowledge,Easy,How many chambers are there in the human heart?,["2", "3", "4", "5"],2,The human heart consists of 4 distinct chambers: two upper atria and two lower ventricles.
General Knowledge,Easy,What is the longest and strongest single bone in the human body?,["Humerus", "Femur (Thighbone)", "Tibia", "Fibula"],1,The femur extends from the hip socket to the knee supporting body weight during movement.
General Knowledge,Easy,What sensory organ is responsible for both hearing and maintaining physical balance in humans?,["Eye", "Ear", "Nose", "Tongue"],1,The inner ear contains the cochlea for auditory perception and semicircular canals for vestibular balance.
General Knowledge,Easy,Which universal blood donor type can be safely transfused to patients of any ABO blood group in emergency settings?,["O-negative (O-)", "AB-positive (AB+)", "A-positive (A+)", "B-negative (B-)"],0,O-negative red blood cells lack A B and Rh antigens minimizing acute hemolytic transfusion reactions.
General Knowledge,Easy,What is the main function of white blood cells (leukocytes) in human blood?,["Carrying oxygen", "Fighting infections and disease", "Clotting blood", "Regulating body temperature"],1,Leukocytes form an integral part of the immune system defending the body against infectious pathogens and foreign antigens.
General Knowledge,Easy,What is the normal resting pulse rate (beats per minute) for a healthy adult at rest?,["30-40 bpm", "60-100 bpm", "110-150 bpm", "160-200 bpm"],1,A typical resting heart rate for healthy adults ranges from 60 to 100 beats per minute.
General Knowledge,Easy,How many months in the Gregorian calendar have exactly 31 days?,["5", "6", "7", "8"],2,Seven months contain 31 days: January March May July August October and December.
General Knowledge,Easy,How many years are in a single Millennium?,["100", "500", "1,000", "10,000"],2,A millennium represents an interval of 1 000 consecutive calendar years.
General Knowledge,Easy,How many years make up a Century?,["10", "50", "100", "1,000"],2,A century consists of 100 years.
General Knowledge,Easy,How many years make up a Decade?,["5", "10", "20", "25"],1,A decade is a period of 10 years.
General Knowledge,Easy,In which month of a leap year does an extra 29th day occur?,["January", "February", "March", "April"],1,February contains 29 days in a leap year to synchronize the calendar with Earth's solar orbit.
General Knowledge,Easy,How many centimeters are in one standard ruler foot (12 inches)?,["25.4 cm", "30.48 cm", "36 cm", "50 cm"],1,One international foot equals exactly 12 inches or 30.48 centimeters.
General Knowledge,Easy,What temperature does pure water freeze at on the Fahrenheit temperature scale?,["0°F", "32°F", "100°F", "212°F"],1,Water freezes into ice at 32°F (0°C) at standard sea-level atmospheric pressure.
General Knowledge,Easy,What temperature does pure water boil at on the Fahrenheit temperature scale at standard pressure?,["100°F", "180°F", "200°F", "212°F"],3,Water boils at 212°F (100°C) at standard atmospheric pressure.
General Knowledge,Easy,How many items are in a standard Baker's Dozen?,["11", "12", "13", "14"],2,A baker's dozen contains 13 items historically adding an extra loaf to avoid short-weight penalties.
General Knowledge,Easy,What metric unit is standard for measuring liquid volume in everyday packaging?,["Gram", "Meter", "Liter", "Pascal"],2,The liter (L) is the standard metric base unit for measuring liquid volume.
General Knowledge,Easy,Who developed the safety elevator brake in 1852 that prevented elevators from falling if cables snapped?,["Elisha Otis", "Henry Bessemer", "Alexander Graham Bell", "Rudolf Diesel"],0,Elisha Otis invented the safety elevator brake mechanism enabling the rise of modern skyscrapers.
General Knowledge,Easy,Who invented the World Wide Web in 1989 while working at CERN?,["Bill Gates", "Tim Berners-Lee", "Steve Jobs", "Alan Turing"],1,Sir Tim Berners-Lee invented HTTP HTML and URLs to share scientific documents over the internet.
General Knowledge,Easy,What everyday household kitchen appliance was invented by Percy Spencer after a radar cavity magnetron melted a peanut candy bar in his pocket?,["Toaster", "Microwave Oven", "Blender", "Dishwasher"],1,Percy Spencer discovered high-frequency microwave heating at Raytheon in 1945 leading to the microwave oven.
General Knowledge,Easy,Who designed the assembly line manufacturing method in 1913 that made Model T automobiles affordable?,["Henry Ford", "Karl Benz", "Gottlieb Daimler", "Walter Chrysler"],0,Henry Ford introduced moving assembly lines cutting production time for a Model T chassis drastically.
General Knowledge,Easy,What dynamic explosive did Alfred Nobel invent in 1867 by stabilizing nitroglycerin in diatomaceous earth?,["Gunpowder", "Dynamite", "TNT", "Semtex"],1,Alfred Nobel patented dynamite as a safer stable industrial blasting agent for mining and infrastructure.
General Knowledge,Easy,Who was the Polish-French physicist and chemist who became the first person to win two Nobel Prizes in two different scientific fields?,["Marie Curie", "Lise Meitner", "Rosalind Franklin", "Irène Joliot-Curie"],0,Marie Curie won the 1903 Nobel Prize in Physics and the 1911 Nobel Prize in Chemistry for her pioneering work on radioactivity.
General Knowledge,Easy,Who created the famous cartoon character Mickey Mouse in 1928?,["Walt Disney", "Stan Lee", "Chuck Jones", "Tex Avery"],0,Walt Disney and animator Ub Iwerks co-created Mickey Mouse debuting him in Steamboat Willie.
General Knowledge,Easy,What small handheld electronic computing device was developed by Jack Kilby and Texas Instruments in the late 1960s?,["Handheld Pocket Calculator", "Smartwatch", "Digital Camera", "PDA"],0,Jack Kilby co-invented the integrated circuit and developed the first commercial handheld electronic calculator.
General Knowledge,Easy,What adhesive stationery invention was created by Spencer Silver and Art Fry at 3M using a repositionable light adhesive?,["Post-it Notes", "Duct Tape", "Super Glue", "Scotch Tape"],0,3M launched Post-it Notes in 1980 utilizing Spencer Silver's unique low-tack reusable adhesive.
General Knowledge,Easy,What vaccine invented by Edward Jenner in 1796 used cowpox matter to provide immunity against smallpox?,["The Smallpox Vaccine", "The Polio Vaccine", "The Rabies Vaccine", "The Cholera Vaccine"],0,Edward Jenner created the world's first successful vaccine laying the foundation for modern immunology.
General Knowledge,Easy,On which day of the year is Christmas Day traditionally celebrated worldwide?,["December 24", "December 25", "December 31", "January 1"],1,Christmas Day is celebrated on December 25 as a religious and cultural holiday honoring the nativity of Jesus.
General Knowledge,Easy,What ancient festival of lights is celebrated by millions of Hindus Jains and Sikhs worldwide in autumn?,["Holi", "Diwali (Deepavali)", "Eid al-Fitr", "Songkran"],1,Diwali symbolizes the spiritual victory of light over darkness and good over evil with clay oil lamps.
General Knowledge,Easy,What spring festival in India is celebrated by throwing vibrant colored powders and water?,["Diwali", "Holi", "Navaratri", "Onam"],1,Holi known as the Festival of Colors marks the arrival of spring and the celebration of love and new life.
General Knowledge,Easy,Which Islamic holy month involves daily fasting from dawn until sunset?,["Muharram", "Ramadan", "Shawwal", "Dhul-Hijjah"],1,Ramadan is the ninth month of the Islamic calendar observed by Muslims worldwide through daily fasting and prayer.
General Knowledge,Easy,What global holiday celebrated on October 31 involves costume parties jack-o'-lanterns and trick-or-treating?,["Thanksgiving", "Halloween (All Hallows' Eve)", "Valentine's Day", "Saint Patrick's Day"],1,Halloween originated from ancient Celtic harvest festivals (Samhain) and Christian All Hallows' Eve traditions.
General Knowledge,Easy,On what date is Earth Day celebrated globally to demonstrate support for environmental protection?,["April 22", "March 21", "June 5", "May 1"],0,Earth Day was first organized on April 22 1970 and is now celebrated worldwide in over 190 countries.
General Knowledge,Easy,What annual American holiday celebrated on the fourth Thursday in November features family gatherings and roast turkey?,["Labor Day", "Thanksgiving", "Memorial Day", "Presidents' Day"],1,Thanksgiving is an annual national harvest holiday celebrated across the United States in late November.
General Knowledge,Easy,What famous ancient mausoleum complex in Agra India was built by Mughal Emperor Shah Jahan for his wife?,["Taj Mahal", "Qutub Minar", "Red Fort", "Humayun's Tomb"],0,The Taj Mahal is an ivory-white marble mausoleum recognized as a UNESCO World Heritage site.
General Knowledge,Easy,Which ancient city carved into pink sandstone cliffs in Jordan was named one of the New Seven Wonders of the World?,["Petra", "Palmyra", "Persepolis", "Babylon"],0,Petra was the capital of the Nabataean Kingdom celebrated for its rock-cut Treasury and water conduit systems.
General Knowledge,Easy,What colossal statue of Jesus Christ stands atop Mount Corcovado overlooking the harbor of Rio de Janeiro Brazil?,["Christ the Redeemer", "Christ the King", "Statue of Liberty", "The Motherland Calls"],0,Christ the Redeemer was created by French sculptor Paul Landowski and completed in 1931 as a global cultural icon.
General Knowledge,Easy,What international humanitarian movement was founded by Henry Dunant to protect human life and health in armed conflicts?,["The Red Cross (and Red Crescent)", "Greenpeace", "Amnesty International", "Oxfam"],0,The International Committee of the Red Cross was founded in Geneva in 1863 to provide neutral medical assistance.
General Knowledge,Easy,What specialized agency of the United Nations is responsible for international public health?,["WHO (World Health Organization)", "UNESCO", "UNICEF", "UNHCR"],0,The World Health Organization (WHO) coordinates global responses to pandemics and public health guidelines.
General Knowledge,Easy,What UN agency is dedicated to providing humanitarian and developmental aid to children worldwide?,["UNICEF", "UNEP", "IMF", "UNDP"],0,UNICEF operates in over 190 countries to support child survival and education.
General Knowledge,Easy,What international organization with headquarters in Paris coordinates the global protection of World Heritage sites?,["UNESCO", "NATO", "INTERPOL", "World Bank"],0,UNESCO designates cultural and natural sites of universal outstanding value under the 1972 World Heritage Convention.
General Knowledge,Easy,What is the name of the international police organization that facilitates worldwide police cooperation and crime control?,["INTERPOL", "EUROPOL", "CIA", "MI6"],0,INTERPOL connects police forces across 196 member countries to investigate transnational crime and fugitives.
General Knowledge,Easy,What is the primary gas that fills household light bulbs and incandescent lamps to prevent filament oxidation?,["Argon / Nitrogen", "Oxygen", "Hydrogen", "Carbon Monoxide"],0,Inert gases like argon prevent the hot tungsten filament from evaporating and burning out.
General Knowledge,Easy,What scale measures the spiciness and heat of chili peppers based on capsaicin concentration?,["Scoville Scale", "Mohs Scale", "Richter Scale", "Beaufort Scale"],0,The Scoville Scale measures pepper pungency in Scoville Heat Units (SHU).
General Knowledge,Easy,Which continent has no native human population and no permanent residents visited primarily by researchers?,["Antarctica", "Australia", "Greenland", "Arctic Ocean"],0,Antarctica has no permanent native inhabitants and is governed under the peaceful scientific Antarctic Treaty System.
General Knowledge,Easy,What popular board game involves buying trading and developing properties like Boardwalk and Park Place?,["Monopoly", "Scrabble", "Clue", "Risk"],0,Monopoly was popularized by the Parker Brothers during the Great Depression as a property-trading board game.
General Knowledge,Easy,What is the traditional gift material associated with celebrating a 50th wedding anniversary?,["Silver", "Gold", "Diamond", "Ruby"],1,A 50th wedding anniversary is universally known as the Golden Anniversary (25th is Silver 60th is Diamond).
